areaFIPS,areaname,areaname2,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled,atleast1immigparent_pct,allnativebornparents_pct,lowincome_pct,notlowincome_pct,notenrolled_pct,enrolled_pct
20300,Dumas, TX,1000,500,1000,1000,500,500,1000,0.313819349,0.686180651,0.561900139,0.438099861,0.475527823,0.524472177
20340,Duncan, OK,2000,0,2000,1000,1000,1000,1000,0,0.948528886,0.600839019,0.399160981,0.487328589,0.512671411
20380,Dunn, NC,6000,0,5000,3000,2000,3000,3000,0,0.791799068,0.582167983,0.417832047,0.54298836,0.45701164
20420,Durango, CO,2000,0,2000,1000,1000,0,1000,0,0.892510116,0.482907414,0.517092586,0,0.655791998
20460,Durant, OK,2000,0,2000,1000,1000,1000,1000,0,0.936160088,0.581151247,0.418848783,0.345174849,0.654825151
20500,Durham-Chapel Hill, NC,20000,6000,14000,10000,10000,8000,12000,0.292998075,0.707001925,0.491854846,0.508145154,0.396627754,0.603372216
20540,Dyersburg, TN,1000,0,1000,1000,1000,1000,1000,0,0.94114995,0.61308682,0.38691321,0.468706042,0.531293988
20580,Eagle Pass, TX,3000,1000,2000,2000,1000,1000,1000,0.322780192,0.677219808,0.655010819,0.344989181,0.450973332,0.549026668
20660,Easton, MD,1000,0,1000,1000,1000,1000,1000,0,0.871111333,0.412079453,0.587920547,0.449873179,0.550126791
20700,East Stroudsburg, PA,5000,0,4000,0,3000,2000,3000,0,0.806630909,0,0.572447002,0.470954359,0.529045641
20740,Eau Claire, WI,6000,0,6000,3000,3000,3000,3000,0,0.947811902,0.446049333,0.553950667,0.466406822,0.533593178
20820,Effingham, IL,1000,0,1000,1000,1000,500,1000,0,0.960309684,0.430812895,0.569187105,0.362502426,0.637497544
20900,El Campo, TX,2000,0,1000,1000,1000,1000,1000,0,0.652984083,0.577053666,0.422946304,0.443331778,0.556668222
20940,El Centro, CA,9000,4000,5000,6000,3000,4000,6000,0.487121284,0.512878716,0.634330809,0.365669191,0.397822529,0.602177501
20980,El Dorado, AR,2000,0,2000,1000,0,0,1000,0,0.949819148,0.655402422,0,0,0.731192231
21060,Elizabethtown-Fort Knox, KY,6000,0,6000,3000,3000,3000,3000,0,0.942987621,0.531082809,0.468917191,0.458146185,0.541853786
21140,Elkhart-Goshen, IN,9000,0,7000,5000,3000,5000,4000,0,0.763935924,0.619036734,0.380963266,0.570623994,0.429376006
21220,Elko, NV,2000,0,2000,1000,1000,1000,1000,0,0.812482834,0.440208435,0.559791565,0.445235491,0.554764509
21260,Ellensburg, WA,2000,1000,1000,1000,1000,1000,1000,0.375050306,0.624949694,0.609774292,0.390225708,0.523761749,0.476238251
21300,Elmira, NY,3000,0,3000,1000,1000,1000,2000,0,0.926257312,0.499823391,0.500176609,0.363249779,0.636750221
21340,El Paso, TX,41000,17000,23000,25000,15000,18000,23000,0.428001225,0.571998775,0.623621285,0.376378715,0.444394529,0.555605471
21380,Emporia, KS,1000,0,1000,1000,1000,1000,1000,0,0.948744833,0.532928228,0.467071801,0.455204129,0.544795871
21420,Enid, OK,3000,0,2000,1000,1000,1000,2000,0,0.830378234,0.575240374,0.424759656,0.402987957,0.597012043
21460,Enterprise, AL,2000,0,2000,1000,1000,1000,1000,0,0.951071739,0.585873783,0.414126217,0.511682391,0.488317609
21500,Erie, PA,9000,0,8000,5000,4000,4000,5000,0,0.872457385,0.535554826,0.464445174,0.462538958,0.537461042
21540,Escanaba, MI,1000,0,1000,1000,1000,500,1000,0,0.966393411,0.531589746,0.468410224,0.439172596,0.560827374
21580,Española, NM,1000,0,1000,1000,1000,0,1000,0,0.873259366,0.593430996,0.406569034,0,0.563714266
21660,Eugene, OR,11000,0,10000,6000,5000,5000,6000,0,0.869835854,0.532650113,0.467349887,0.441511124,0.558488846
21700,Eureka-Arcata-Fortuna, CA,5000,0,4000,2000,2000,0,3000,0,0.928445995,0.512792468,0.487207532,0,0.630514324
21740,Evanston, WY,1000,0,1000,500,500,500,1000,0,0.945347369,0.473092914,0.526907086,0.370926559,0.629073441
21780,Evansville, IN-KY,13000,0,12000,6000,7000,5000,7000,0,0.961672068,0.456343353,0.543656647,0.423507243,0.576492786
21820,Fairbanks, AK,4000,0,4000,0,3000,0,2000,0,0.892183363,0,0.684764564,0,0.559373617
21840,Fairfield, IA,1000,0,1000,500,500,0,500,0,0.930594981,0.48434478,0.51565522,0,0.61923182
21900,Fairmont, WV,2000,0,2000,1000,1000,1000,1000,0,0.976102173,0.504848361,0.495151639,0.494478524,0.505521476
21980,Fallon, NV,1000,0,1000,500,1000,500,1000,0,0.812482834,0.440208435,0.559791565,0.445235491,0.554764509
22020,Fargo, ND-MN,10000,0,9000,2000,7000,4000,5000,0,0.916986823,0.250500321,0.749499679,0.437308282,0.562691689
22060,Faribault-Northfield, MN,3000,0,2000,0,2000,1000,2000,0,0.813025236,0,0.588609815,0.355217099,0.644782901
22140,Farmington, NM,6000,0,5000,3000,3000,3000,3000,0,0.926631212,0.501459002,0.498540968,0.50927937,0.49072063
22180,Fayetteville, NC,18000,0,16000,10000,7000,8000,10000,0,0.904440701,0.588185906,0.411814094,0.436907917,0.563092113
22220,Fayetteville-Springdale-Rogers, AR-MO,23000,6000,16000,11000,11000,11000,11000,0.283604324,0.716395676,0.511916637,0.488083392,0.494142652,0.505857348
22260,Fergus Falls, MN,2000,0,2000,1000,1000,1000,1000,0,0.953716993,0.394742846,0.605257154,0.423190475,0.576809525
22280,Fernley, NV,2000,0,1000,1000,1000,1000,1000,0,0.769897878,0.527058363,0.472941637,0.530766308,0.469233692
22300,Findlay, OH,3000,0,3000,0,2000,1000,2000,0,0.988447607,0,0.578119457,0.459412605,0.540587425
22340,Fitzgerald, GA,1000,0,1000,500,500,500,500,0,0.924808502,0.651396215,0.348603785,0.428793579,0.57120645
22380,Flagstaff, AZ,5000,0,5000,3000,3000,2000,3000,0,0.893274546,0.514926791,0.485073209,0.377397507,0.622602463
22420,Flint, MI,16000,0,15000,10000,6000,6000,9000,0,0.960538566,0.634913802,0.365086228,0.410720378,0.589279652
22500,Florence, SC,8000,0,7000,5000,3000,3000,5000,0,0.952444077,0.634931803,0.365068167,0.362364203,0.637635827
22520,Florence-Muscle Shoals, AL,5000,0,5000,3000,2000,3000,2000,0,0.955403864,0.582316875,0.417683095,0.523537993,0.476462007
22540,Fond du Lac, WI,4000,0,3000,0,2000,1000,2000,0,0.923685551,0,0.626159132,0.400065541,0.599934459
22580,Forest City, NC,3000,0,2000,2000,0,1000,1000,0,0.963607371,0.673441231,0,0.487399757,0.512600243
22620,Forrest City, AR,1000,0,1000,1000,0,0,1000,0,0.97132349,0.714687586,0,0,0.69009912
22660,Fort Collins, CO,11000,0,10000,3000,7000,4000,6000,0,0.905048192,0.333584249,0.666415751,0.398572683,0.601427317
22700,Fort Dodge, IA,1000,0,1000,500,1000,0,1000,0,0.926330388,0.325641811,0.674358189,0,0.735341489
22780,Fort Leonard Wood, MO,2000,0,2000,1000,1000,1000,1000,0,0.969047844,0.572244525,0.427755445,0.463561594,0.536438406
22800,Fort Madison-Keokuk, IA-IL-MO,2000,0,2000,1000,1000,1000,2000,0,0.950722218,0.547897637,0.452102363,0.383176029,0.616823971
22820,Fort Morgan, CO,1000,0,1000,1000,500,500,1000,0,0.866501451,0.553278744,0.446721256,0.402944416,0.597055554
22860,Fort Polk South, LA,2000,0,2000,1000,1000,1000,1000,0,0.940139592,0.483789027,0.516210973,0.356671095,0.643328905
22900,Fort Smith, AR-OK,11000,0,9000,7000,4000,4000,7000,0,0.848495245,0.62945652,0.37054345,0.39298737,0.60701263
23060,Fort Wayne, IN,20000,0,17000,10000,9000,10000,10000,0,0.887379467,0.532990158,0.467009842,0.484403253,0.515596747
23140,Frankfort, IN,1000,0,1000,1000,1000,1000,1000,0,0.857120216,0.538523078,0.461476892,0.505542219,0.494457781
23300,Freeport, IL,2000,0,1000,1000,1000,0,1000,0,0.926083028,0.516420603,0.483579397,0,0.672296286
23340,Fremont, NE,1000,0,1000,0,1000,1000,1000,0,0.924069226,0,0.655349374,0.441987991,0.558012009
23380,Fremont, OH,2000,0,2000,0,1000,0,1000,0,0.958537638,0,0.49537307,0,0.664185405
23420,Fresno, CA,49000,21000,27000,32000,16000,23000,25000,0.444121301,0.555878699,0.670430124,0.329569876,0.478479385,0.521520615
23500,Gaffney, SC,2000,0,2000,1000,1000,1000,1000,0,0.931986094,0.679252148,0.320747823,0.401735038,0.598264933
23540,Gainesville, FL,9000,0,8000,4000,5000,3000,6000,0,0.874548018,0.466498673,0.533501327,0.360931128,0.639068842
23580,Gainesville, GA,8000,3000,5000,5000,4000,3000,5000,0.419135511,0.580864489,0.550197482,0.449802548,0.417413116,0.582586884
23620,Gainesville, TX,2000,0,1000,1000,1000,1000,1000,0,0.839560509,0.520915091,0.479084909,0.432756245,0.567243755
23660,Galesburg, IL,2000,0,2000,1000,1000,1000,1000,0,0.928555369,0.459853649,0.540146351,0.348841518,0.651158452
23700,Gallup, NM,4000,0,3000,3000,1000,1000,2000,0,0.979761958,0.713289499,0.286710471,0.412569404,0.587430596
23780,Garden City, KS,2000,1000,1000,1000,1000,1000,1000,0.405519247,0.594480753,0.565042138,0.434957892,0.439800262,0.560199738
23820,Gardnerville Ranchos, NV,2000,0,1000,1000,1000,1000,1000,0,0.769897878,0.527058363,0.472941637,0.530766308,0.469233692
23860,Georgetown, SC,2000,0,2000,1000,0,0,1000,0,0.865884244,0.64821887,0,0,0.621123493
23900,Gettysburg, PA,3000,0,3000,0,2000,2000,2000,0,0.853510618,0,0.660956442,0.491639584,0.508360386
23980,Glasgow, KY,2000,0,2000,1000,1000,1000,1000,0,0.95783323,0.538060308,0.461939692,0.509909272,0.490090728
24020,Glens Falls, NY,4000,0,4000,0,2000,0,3000,0,0.94217521,0,0.608653128,0,0.724939466
24060,Glenwood Springs, CO,3000,0,2000,1000,2000,1000,2000,0,0.706014216,0.411518753,0.588481247,0.370688707,0.629311323
24100,Gloversville, NY,2000,0,2000,1000,1000,1000,1000,0,0.970931649,0.618005514,0.381994516,0.440902412,0.559097588
24220,Grand Forks, ND-MN,4000,0,3000,1000,2000,2000,2000,0,0.904322028,0.37104255,0.62895745,0.462700576,0.537299395
24260,Grand Island, NE,3000,0,3000,0,2000,0,2000,0,0.881625891,0,0.548693597,0,0.676443219
24300,Grand Junction, CO,6000,0,5000,3000,3000,3000,3000,0,0.856465757,0.516885281,0.48311469,0.474452794,0.525547206
24340,Grand Rapids-Wyoming, MI,40000,5000,34000,18000,22000,16000,25000,0.138451815,0.861548185,0.448337674,0.551662326,0.392854929,0.607145071
24380,Grants, NM,1000,0,1000,1000,500,1000,1000,0,0.979761958,0.713289499,0.286710471,0.412569404,0.587430596
24460,Great Bend, KS,1000,0,1000,1000,1000,500,1000,0,0.918968618,0.49305743,0.50694257,0.418999553,0.581000447
24500,Great Falls, MT,3000,0,3000,2000,1000,2000,2000,0,0.988471627,0.596420765,0.403579265,0.477949709,0.522050261
24540,Greeley, CO,12000,3000,9000,6000,6000,5000,7000,0.246577382,0.753422618,0.493623376,0.506376624,0.41452089,0.58547914
24580,Green Bay, WI,13000,0,11000,5000,7000,6000,7000,0,0.875696182,0.440019846,0.559980154,0.440134466,0.559865534
24620,Greeneville, TN,2000,0,2000,1000,0,1000,1000,0,0.914169192,0.667556465,0,0.448826671,0.551173329
24640,Greenfield Town, MA,2000,0,1000,0,1000,0,1000,0,0.881582856,0,0.598573565,0,0.6566329
24660,Greensboro-High Point, NC,27000,7000,20000,16000,11000,13000,14000,0.256962895,0.743037105,0.577228248,0.422771752,0.476921886,0.523078084
24740,Greenville, MS,2000,0,2000,2000,0,0,2000,0,0.986427009,0.812273741,0,0,0.793958962
24780,Greenville, NC,6000,0,5000,3000,3000,3000,3000,0,0.879483283,0.458907604,0.541092396,0.47343567,0.52656436
24820,Greenville, OH,2000,0,2000,1000,1000,1000,1000,0,0.984281719,0.423023283,0.576976717,0.524750531,0.475249469
24860,Greenville-Anderson-Mauldin, SC,34000,5000,29000,18000,16000,16000,18000,0.136504114,0.863495886,0.53222096,0.46777904,0.465861291,0.53413868
24900,Greenwood, MS,2000,0,2000,1000,0,0,1000,0,0.987588763,0.727059066,0,0,0.750171006
24980,Grenada, MS,1000,0,1000,1000,0,0,1000,0,0.987588763,0.727059066,0,0,0.750171006
25060,Gulfport-Biloxi-Pascagoula, MS,17000,0,16000,10000,6000,8000,9000,0,0.943636656,0.614421844,0.385578185,0.449388504,0.550611496
25100,Guymon, OK,1000,0,1000,500,500,500,1000,0,0.729379416,0.534312725,0.465687245,0.394865751,0.605134249
25180,Hagerstown-Martinsburg, MD-WV,10000,0,8000,4000,5000,5000,4000,0,0.901314199,0.441094398,0.558905602,0.558549106,0.441450894
25200,Hailey, ID,1000,0,1000,1000,1000,1000,1000,0,0.688206613,0.53011477,0.46988523,0.513052523,0.486947477
25220,Hammond, LA,6000,0,6000,3000,3000,3000,3000,0,0.956442237,0.493258595,0.506741405,0.42778042,0.57221961
25260,Hanford-Corcoran, CA,7000,3000,4000,4000,3000,3000,4000,0.403606534,0.596393466,0.631330967,0.368669033,0.464897275,0.535102725
25300,Hannibal, MO,1000,0,1000,1000,1000,1000,1000,0,0.971080422,0.568336248,0.431663722,0.418669045,0.581330955
25420,Harrisburg-Carlisle, PA,20000,0,18000,8000,12000,10000,10000,0,0.880666494,0.416708291,0.583291709,0.503786027,0.496213973
25460,Harrison, AR,1000,0,1000,1000,0,1000,1000,0,0.95269978,0.692477882,0,0.435192943,0.564807057
25500,Harrisonburg, VA,4000,0,3000,0,2000,0,2000,0,0.783570468,0,0.452579558,0,0.514297247
25540,Hartford-West Hartford-East Hartford, CT,39000,9000,29000,13000,26000,10000,30000,0.243234873,0.756765127,0.330372512,0.669627488,0.244968578,0.755031407
25580,Hastings, NE,1000,0,1000,1000,1000,500,1000,0,0.894574344,0.412513971,0.587486029,0.379191011,0.620808959
25620,Hattiesburg, MS,6000,0,6000,4000,2000,2000,4000,0,0.955876529,0.613542914,0.386457086,0.352812111,0.647187889
25700,Hays, KS,1000,0,1000,500,1000,500,1000,0,0.907649398,0.423460662,0.576539338,0.404547304,0.595452666
25720,Heber, UT,1000,0,1000,1000,1000,1000,1000,0,0.901522934,0.458181143,0.541818857,0.530508339,0.469491661
25760,Helena-West Helena, AR,1000,0,1000,1000,0,0,1000,0,0.97132349,0.714687586,0,0,0.69009912
25820,Hereford, TX,1000,500,1000,500,500,500,500,0.313819349,0.686180651,0.561900139,0.438099861,0.475527823,0.524472177
25840,Hermiston-Pendleton, OR,4000,1000,3000,2000,1000,2000,2000,0.207969487,0.792030513,0.601673961,0.39832601,0.506219983,0.493780017
25860,Hickory-Lenoir-Morganton, NC,12000,0,10000,6000,6000,6000,6000,0,0.85074383,0.53826189,0.461738139,0.477228314,0.522771716
25880,Hillsdale, MI,2000,0,2000,1000,1000,1000,1000,0,0.978841186,0.569718599,0.430281401,0.493013173,0.506986856
25900,Hilo, HI,8000,0,6000,4000,4000,3000,5000,0,0.781610727,0.511819363,0.488180608,0.390868872,0.609131098
25940,Hilton Head Island-Bluffton-Beaufort, SC,8000,0,7000,4000,4000,3000,5000,0,0.781321168,0.54275322,0.45724681,0.399952233,0.600047767
25980,Hinesville, GA,4000,0,4000,2000,2000,2000,3000,0,0.914215565,0.562878966,0.437121034,0.408549249,0.591450751
26020,Hobbs, NM,3000,0,2000,0,2000,2000,2000,0,0.732567966,0,0.551864386,0.491773307,0.508226693
26090,Holland, MI,5000,0,4000,0,3000,0,3000,0,0.924780309,0,0.58222121,0,0.595470607
26220,Hood River, OR,1000,0,1000,500,500,500,1000,0,0.726404369,0.558144808,0.441855192,0.426038146,0.573961854
26300,Hot Springs, AR,3000,0,3000,2000,1000,0,2000,0,0.943244219,0.57497263,0.42502737,0,0.713589609
26340,Houghton, MI,1000,0,1000,1000,1000,1000,1000,0,0.962211967,0.486761153,0.513238847,0.465657562,0.534342408
26380,Houma-Thibodaux, LA,9000,0,8000,5000,5000,3000,6000,0,0.898507416,0.495488584,0.504511416,0.36713621,0.63286376
26420,Houston-The Woodlands-Sugar Land, TX,304000,123000,176000,144000,157000,126000,178000,0.414624214,0.585375786,0.478522539,0.521477461,0.414060652,0.585939348
26500,Huntingdon, PA,2000,0,2000,1000,1000,1000,1000,0,0.989134192,0.507790208,0.492209762,0.429362565,0.570637465
26540,Huntington, IN,2000,0,2000,1000,1000,1000,1000,0,0.997010171,0.471085012,0.528914988,0.499384999,0.500615001
26580,Huntington-Ashland, WV-KY-OH,13000,0,13000,7000,6000,7000,7000,0,0.982198656,0.519112647,0.480887353,0.496116906,0.503883123
26620,Huntsville, AL,16000,0,14000,7000,8000,8000,8000,0,0.883349121,0.456415713,0.543584287,0.484156013,0.515843987
26660,Huntsville, TX,3000,0,2000,2000,1000,1000,1000,0,0.780483484,0.597633123,0.402366877,0.524356306,0.475643694
26700,Huron, SD,1000,0,1000,500,500,500,500,0,0.934011638,0.371492684,0.628507316,0.447774887,0.552225113
26780,Hutchinson, MN,1000,0,1000,500,1000,1000,1000,0,0.852391601,0.334031641,0.665968359,0.437110364,0.562889636
26820,Idaho Falls, ID,8000,0,6000,4000,4000,4000,3000,0,0.854531527,0.512803435,0.487196565,0.580637157,0.419362843
26860,Indiana, PA,3000,0,3000,1000,1000,1000,1000,0,0.997866452,0.470116913,0.529883087,0.476460695,0.523539305
26900,Indianapolis-Carmel-Anderson, IN,81000,11000,69000,36000,44000,36000,45000,0.140375733,0.859624267,0.44873935,0.55126065,0.444819093,0.555180907
26940,Indianola, MS,1000,0,1000,1000,0,0,1000,0,0.986427009,0.812273741,0,0,0.793958962
26960,Ionia, MI,2000,0,2000,1000,1000,1000,1000,0,0.977311015,0.550892115,0.449107856,0.393009841,0.606990159
26980,Iowa City, IA,6000,0,5000,2000,4000,2000,4000,0,0.819224119,0.347666681,0.652333319,0.277325869,0.722674131
27020,Iron Mountain, MI-WI,1000,0,1000,500,500,500,1000,0,0.96437031,0.470245361,0.529754639,0.460696429,0.539303541
27100,Jackson, MI,6000,0,5000,3000,3000,2000,3000,0,0.96806246,0.466857255,0.533142745,0.408287108,0.591712892
27140,Jackson, MS,25000,0,23000,12000,12000,9000,16000,0,0.963748872,0.501347125,0.498652875,0.353895962,0.646104038
27180,Jackson, TN,5000,0,5000,3000,2000,2000,3000,0,0.921082258,0.619026244,0.380973756,0.418859601,0.581140399
27220,Jackson, WY-ID,1000,0,1000,1000,1000,1000,1000,0,0.872728229,0.450402021,0.549597979,0.511729479,0.488270521
27260,Jacksonville, FL,54000,8000,45000,26000,28000,21000,33000,0.148299336,0.851700664,0.480900526,0.519099474,0.380647093,0.619352937
27300,Jacksonville, IL,2000,0,1000,1000,1000,500,1000,0,0.94354862,0.378824949,0.621175051,0.242932647,0.757067323
27340,Jacksonville, NC,8000,0,7000,5000,3000,5000,4000,0,0.873199344,0.610458195,0.389541805,0.567231834,0.432768166
27380,Jacksonville, TX,2000,0,1000,1000,1000,1000,1000,0,0.775909781,0.607743025,0.392256975,0.5107705,0.4892295
27420,Jamestown, ND,1000,0,1000,500,500,500,500,0,0.98689419,0.426381469,0.573618531,0.558081269,0.441918731
27460,Jamestown-Dunkirk-Fredonia, NY,5000,0,4000,3000,2000,2000,3000,0,0.958976626,0.602036297,0.397963703,0.43547681,0.56452322
27500,Janesville-Beloit, WI,6000,0,5000,0,3000,3000,3000,0,0.953615546,0,0.525236607,0.449285477,0.550714493
27540,Jasper, IN,2000,0,2000,1000,1000,1000,1000,0,0.949284792,0.37697649,0.62302351,0.464978963,0.535021067
27600,Jefferson, GA,3000,0,2000,1000,2000,1000,2000,0,0.834255755,0.443518519,0.556481481,0.385743856,0.614256144
27620,Jefferson City, MO,6000,0,6000,2000,4000,3000,3000,0,0.989442587,0.33207649,0.66792351,0.516416669,0.483583331
27700,Jesup, GA,1000,0,1000,1000,500,1000,1000,0,0.89678365,0.643465638,0.356534332,0.469441473,0.530558527
27740,Johnson City, TN,6000,0,5000,3000,3000,2000,4000,0,0.879161179,0.495189905,0.504810095,0.409776837,0.590223193
27780,Johnstown, PA,5000,0,4000,2000,2000,2000,3000,0,0.97417748,0.504750013,0.495249957,0.405735493,0.594264507
27860,Jonesboro, AR,5000,0,5000,3000,2000,2000,3000,0,0.967574716,0.621275961,0.378724039,0.339207083,0.660792947
27900,Joplin, MO,7000,0,6000,4000,3000,4000,3000,0,0.884045362,0.61780107,0.38219896,0.516325951,0.483674049
27920,Junction City, KS,2000,0,2000,1000,1000,1000,1000,0,0.903274715,0.506314337,0.493685663,0.486743987,0.513256013
27940,Juneau, AK,1000,0,1000,0,1000,0,1000,0,0.892183363,0,0.684764564,0,0.559373617
27980,Kahului-Wailuku-Lahaina, HI,6000,2000,4000,2000,4000,2000,4000,0.404171944,0.595828056,0.374840558,0.625159442,0.368772238,0.631227732
28020,Kalamazoo-Portage, MI,12000,0,11000,6000,6000,5000,7000,0,0.91195637,0.474652648,0.525347352,0.410842746,0.589157224
28140,Kansas City, MO-KS,87000,12000,74000,35000,51000,36000,51000,0.142065048,0.857934952,0.407778621,0.592221379,0.416030586,0.583969414
28180,Kapaa, HI,3000,1000,2000,1000,2000,1000,2000,0.404171944,0.595828056,0.374840558,0.625159442,0.368772238,0.631227732
28260,Kearney, NE,2000,0,2000,1000,1000,1000,1000,0,0.894574344,0.412513971,0.587486029,0.379191011,0.620808959
28340,Kendallville, IN,2000,0,2000,1000,1000,1000,1000,0,0.947360992,0.573510647,0.426489323,0.570830405,0.429169595
28380,Kennett, MO,1000,0,1000,1000,1000,1000,1000,0,0.974908531,0.572668076,0.427331924,0.496520072,0.503479958
28420,Kennewick-Richland, WA,13000,5000,9000,7000,7000,7000,6000,0.34199506,0.65800494,0.494166851,0.505833149,0.519422531,0.480577469
28540,Ketchikan, AK,1000,0,1000,0,500,0,500,0,0.892183363,0,0.684764564,0,0.559373617
28660,Killeen-Temple, TX,23000,3000,19000,12000,11000,11000,12000,0.131227195,0.868772805,0.528543353,0.471456677,0.471108556,0.528891444
28700,Kingsport-Bristol-Bristol, TN-VA,9000,0,9000,5000,4000,4000,5000,0,0.969157279,0.556388021,0.443612009,0.488325834,0.511674166
28740,Kingston, NY,6000,0,4000,2000,3000,2000,3000,0,0.806325614,0.423181117,0.576818883,0.388662189,0.611337781
28820,Kinston, NC,3000,0,2000,2000,1000,1000,1000,0,0.865279734,0.571729183,0.428270817,0.516958296,0.483041704
28860,Kirksville, MO,1000,0,1000,1000,500,500,1000,0,0.971080422,0.568336248,0.431663722,0.418669045,0.581330955
28900,Klamath Falls, OR,2000,0,2000,1000,1000,1000,1000,0,0.884194076,0.614012063,0.385987937,0.523858368,0.476141632
28940,Knoxville, TN,29000,3000,26000,15000,14000,15000,15000,0.098647118,0.901352882,0.511603296,0.488396704,0.501514912,0.498485088
29020,Kokomo, IN,3000,0,3000,2000,1000,1000,2000,0,0.935839117,0.560167313,0.439832658,0.438366383,0.561633587
29100,La Crosse-Onalaska, WI-MN,5000,0,4000,2000,3000,2000,3000,0,0.903813601,0.325390041,0.674609959,0.309223324,0.690776706
29180,Lafayette, LA,20000,0,19000,9000,11000,7000,13000,0,0.957347214,0.43361944,0.56638056,0.366961449,0.633038521
29200,Lafayette-West Lafayette, IN,8000,0,6000,3000,4000,4000,4000,0,0.78761822,0.471451581,0.528548419,0.514436603,0.485563397
29260,La Grande, OR,1000,0,1000,1000,500,1000,1000,0,0.801317871,0.607862711,0.392137289,0.517616808,0.482383192
29300,LaGrange, GA,3000,0,2000,1000,1000,0,2000,0,0.956013739,0.558411598,0.441588432,0,0.629070938
29340,Lake Charles, LA,8000,0,7000,4000,4000,3000,5000,0,0.956099629,0.530073404,0.469926566,0.399183899,0.600816131
29380,Lake City, FL,2000,0,2000,1000,1000,1000,1000,0,0.960691333,0.572333932,0.427666098,0.373770237,0.626229763
29420,Lake Havasu City-Kingman, AZ,6000,0,5000,3000,2000,3000,3000,0,0.82436949,0.635278523,0.364721477,0.468309343,0.531690657
29460,Lakeland-Winter Haven, FL,24000,5000,18000,15000,9000,10000,14000,0.219316483,0.780683517,0.63636744,0.36363253,0.42799899,0.57200098
29500,Lamesa, TX,1000,0,500,500,500,500,500,0,0.831714392,0.501402378,0.498597622,0.476995111,0.523004889
29540,Lancaster, PA,21000,0,19000,9000,12000,11000,10000,0,0.911661088,0.437852144,0.562147856,0.516198516,0.483801484
29620,Lansing-East Lansing, MI,17000,0,15000,8000,9000,6000,10000,0,0.887851238,0.466060102,0.533939898,0.370934248,0.629065752
29700,Laredo, TX,16000,7000,8000,11000,4000,6000,10000,0.493093908,0.506906092,0.714917421,0.285082579,0.389407694,0.610592306
29740,Las Cruces, NM,10000,0,6000,7000,0,5000,5000,0,0.63457942,0.712589085,0,0.508995593,0.491004407
29780,Las Vegas, NM,1000,0,1000,1000,500,0,1000,0,0.873259366,0.593430996,0.406569034,0,0.563714266
29820,Las Vegas-Henderson-Paradise, NV,86000,33000,52000,44000,41000,46000,40000,0.391607344,0.608392656,0.520774126,0.479225904,0.537305057,0.462694943
29860,Laurel, MS,3000,0,3000,2000,1000,1000,2000,0,0.959079921,0.655002832,0.344997197,0.405448675,0.594551325
29900,Laurinburg, NC,2000,0,1000,1000,1000,1000,1000,0,0.857590795,0.624669135,0.375330865,0.499652565,0.500347435
29980,Lawrenceburg, TN,1000,0,1000,1000,0,1000,1000,0,0.952571988,0.714973092,0,0.490470737,0.509529233
30020,Lawton, OK,6000,0,5000,4000,2000,2000,3000,0,0.875206411,0.64995116,0.35004884,0.426302433,0.573697567
30220,Levelland, TX,1000,0,1000,1000,500,1000,1000,0,0.792782843,0.666355014,0.333645016,0.465592057,0.534407973
30260,Lewisburg, PA,2000,0,1000,1000,1000,1000,1000,0,0.960547805,0.562992036,0.437007964,0.601989746,0.398010254
30280,Lewisburg, TN,1000,0,1000,1000,1000,1000,1000,0,0.878408253,0.617935777,0.382064253,0.506085932,0.493914068
30300,Lewiston, ID-WA,2000,0,2000,1000,1000,1000,1000,0,0.893140018,0.567091584,0.432908416,0.461070657,0.538929343
30380,Lewistown, PA,2000,0,1000,1000,1000,1000,1000,0,0.960547805,0.562992036,0.437007964,0.601989746,0.398010254
30420,Lexington, NE,1000,0,1000,500,1000,500,1000,0,0.867117107,0.43057996,0.56942004,0.423483163,0.576516867
30460,Lexington-Fayette, KY,18000,3000,15000,8000,10000,8000,10000,0.168770611,0.831229389,0.462803304,0.537196696,0.442903876,0.557096124
30580,Liberal, KS,1000,500,1000,1000,1000,1000,1000,0.405519247,0.594480753,0.565042138,0.434957892,0.439800262,0.560199738
30620,Lima, OH,4000,0,4000,2000,2000,2000,2000,0,0.994439363,0.513713598,0.486286432,0.468470454,0.531529546
30660,Lincoln, IL,1000,0,1000,500,1000,500,1000,0,0.989685535,0.414294899,0.585705101,0.424768507,0.575231493
30700,Lincoln, NE,13000,0,11000,6000,7000,6000,7000,0,0.818695545,0.44645083,0.55354917,0.476553679,0.523446321
30780,Little Rock-North Little Rock-Conway, AR,31000,2000,28000,15000,16000,12000,18000,0.07923609,0.92076391,0.490990818,0.509009182,0.399237514,0.600762486
30820,Lock Haven, PA,1000,0,1000,1000,1000,1000,1000,0,0.978102028,0.500857234,0.499142766,0.490801036,0.509198964
30860,Logan, UT-ID,7000,0,6000,3000,4000,3000,4000,0,0.891822636,0.488384962,0.511615038,0.478122979,0.52187705
30900,Logansport, IN,1000,0,1000,1000,1000,1000,1000,0,0.935839117,0.560167313,0.439832658,0.438366383,0.561633587
30940,London, KY,5000,0,5000,4000,1000,3000,2000,0,0.988850594,0.742897868,0.257102162,0.512342751,0.487657249
